  -45.920  -75.000  -46.170  -74.750  -46.580  -75.500  -46.920  -75.500DAT  200
  -46.670  -75.000  -46.830  -74.500  -46.830  -74.000  -47.420  -74.420DAT  201
  -47.830  -74.500  -48.330  -74.500  -47.750  -74.920  -47.830  -75.330DAT  202
  -48.170  -75.420  -48.580  -75.420  -49.170  -75.580  -49.420  -75.420DAT  203
  -49.830  -75.500  -49.920  -75.000  -50.170  -75.330  -50.750  -75.330DAT  204
  -50.000  -74.500  -50.420  -74.670  -50.750  -74.500  -50.670  -74.830DAT  205
  -51.170  -75.000  -51.580  -75.330  -51.330  -74.500  -51.000  -74.330DAT  206
  -51.500  -74.170  -51.830  -74.330  -51.750  -75.000  -52.250  -75.000DAT  207
  -52.420  -74.500  -52.170  -74.170  -52.580  -74.000  -52.670  -73.500DAT  208
  -52.920  -73.500  -53.170  -73.170  -53.420  -72.500  -53.170  -72.000DAT  209
  -52.750  -71.500  -52.830  -71.080  -53.170  -71.330  -53.420  -72.250DAT  210
  -53.670  -72.000  -53.830  -71.250  -53.750  -70.920  -53.250  -70.920DAT  211
  -52.750  -70.750  -52.500  -70.000  -52.500  -69.580  -52.250  -69.500DAT  212
  -52.250  -69.000  -52.330  -68.330  -51.830  -68.830  -51.420  -69.000DAT  213
  -51.000  -69.170  -50.500  -69.000  -50.170  -68.500  -50.000  -67.830DAT  214
  -49.500  -67.670  -49.000  -67.500  -48.670  -67.000  -48.330  -66.330DAT  215
  -48.000  -65.830  -47.500  -65.670  -47.170  -65.750  -47.170  -66.500DAT  216
  -46.830  -67.000  -46.500  -67.420                                    DAT  217
 198                -21.000  -46.500  -40.830  -67.500  -46.500  -67.420DAT  218
  -46.000  -67.500  -45.500  -67.170  -45.250  -66.830  -45.000  -66.170DAT  219
  -45.000  -65.580  -44.670  -65.580  -44.500  -65.170  -44.000  -65.170DAT  220
  -43.670  -65.250  -43.330  -65.000  -43.000  -64.330  -42.830  -65.000DAT  221
  -42.500  -64.500  -42.830  -64.170  -42.830  -63.670  -42.580  -63.580DAT  222
  -42.080  -63.750  -42.330  -64.500  -42.080  -65.000  -41.500  -65.000DAT  223
  -41.000  -65.170  -40.750  -64.830  -41.000  -64.330  -41.170  -63.830DAT  224
