   33.155   11.191   33.233   11.045   33.298   11.008   33.326   10.997
   33.358   11.002   33.404   10.965   33.418   10.857   33.409   10.760
   33.381   10.723   33.358   10.701   33.349   10.663   33.358   10.604
   33.395   10.567   33.450   10.545   33.519   10.497   33.565   10.427
   33.657   10.109   33.676   10.066   33.689    9.996   33.722    9.991
   33.754    9.980   33.777    9.991   33.823    9.991   33.946    9.980
   33.965    9.991   34.033    9.991   34.070   10.002   34.116   10.007
   34.166   10.023   34.198   10.077   34.244   10.158   34.266   10.185
   34.276   10.244   34.289   10.249   34.312   10.389   34.348   10.459
   34.385   10.583   34.435   10.663   34.467   10.706   34.517   10.717
   34.517   10.739   34.617   10.787   34.649   10.776   34.685   10.782
   34.726   10.766   34.880   10.776   34.962   10.819   34.980   10.846
   35.111   10.916   35.147   10.927   35.570   10.922   35.718   10.771
   35.763   10.696   35.812   10.663   35.839   10.545   35.853   10.502
   35.866   10.475   35.964   10.394   36.072   10.384   36.188   10.421
   36.259   10.491   36.388   10.604   36.406   10.620   36.437   10.663
   36.481   10.680   36.503   10.690   36.760   10.900   36.813   10.905
   36.831   10.900   36.897   10.884   36.928   10.825   36.950   10.830
   36.990   10.819   36.964   10.787   36.964   10.760   36.942   10.663
   36.946   10.599   36.924   10.454   36.911   10.443   36.911   10.384
   36.897   10.341   36.897   10.190   36.924   10.163   36.959   10.136
 194                 37.355   36.650   10.136    2.606   36.959   10.136
   37.012   10.131   37.065   10.136   37.127   10.099   37.171   10.056
   37.157    9.991   37.144    9.975   37.179    9.862   37.210    9.781
   37.250    9.765   37.289    9.727   37.298    9.695   37.307    9.652
   37.333    9.577   37.351    9.566   37.355    9.518   37.346    9.453
   37.289    9.346   37.245    9.270   37.237    9.222   37.219    9.211
   37.206    9.130   37.166    9.028   37.122    8.985   37.078    8.867
   37.052    8.867   37.052    8.824   37.003    8.711   36.972    8.571
   36.915    8.447   36.902    8.393   36.897    8.356   36.858    8.307
   36.822    8.243   36.809    8.189   36.840    8.038   36.862    7.974
   36.858    7.936   36.880    7.882   36.889    7.769   36.906    7.624
   36.915    7.597   36.950    7.501   36.955    7.452   36.972    7.431
   37.061    7.172   37.087    7.167   37.100    7.140   37.122    7.108
   37.105    7.027   37.043    6.990   36.972    6.947   36.928    6.871
   36.906    6.807   36.959    6.629   36.999    6.511   36.977    6.339
   37.025    6.102   37.017    5.935   37.008    5.903   37.003    5.849
   36.990    5.833   36.955    5.736   36.889    5.596   36.853    5.457
   36.831    5.322   36.787    5.177   36.796    5.128   36.805    5.064
   36.800    4.962   36.831    4.827   36.858    4.806   36.858    4.698
   36.875    4.623   36.889    4.542   36.906    4.515   36.924    4.461
   36.937    4.386   36.955    4.359   36.977    4.268   36.977    4.230
   37.008    4.112   37.025    3.993   37.012    3.967   37.017    3.945
   37.025    3.649   37.030    3.611   37.017    3.547   36.999    3.542
   36.994    3.499   36.977    3.439   36.853    3.192   36.831    3.170
   36.800    3.079   36.721    2.815   36.703    2.772   36.650    2.606
 194                 36.645   34.962    2.498   -6.345   36.650    2.606
   36.628    2.498   36.645    2.450   36.636    2.294   36.641    2.208
   36.614    2.148   36.610    1.987   36.636    1.406   36.628    1.368
   36.628    1.212   36.623    1.073   36.557    0.847   36.517    0.798
   36.463    0.707   36.406    0.669   36.366    0.610   36.348    0.610
   36.241    0.476   36.219    0.454   36.201    0.400   36.165    0.303
   36.103    0.142   36.067    0.018   36.049   -0.030   35.987   -0.127
   35.947   -0.170   35.911   -0.186   35.795   -0.450   35.772   -0.616
   35.763   -0.697   35.745   -0.756   35.669   -0.966   35.638   -1.004
   35.584   -1.084   35.548   -1.122   35.516   -1.192   35.458   -1.332
   35.458   -1.370   35.413   -1.504   35.381   -1.558   35.260   -1.698
   35.188   -1.832   35.156   -1.832   35.133   -1.929   35.106   -2.004
   35.066   -2.058   35.048   -2.133   35.029   -2.375   35.034   -2.418
   35.025   -2.569   35.011   -2.811   34.998   -2.897   34.980   -3.102
   34.989   -3.188   35.097   -3.559   35.156   -3.828   35.183   -3.871
   35.201   -3.989   35.219   -4.021   35.287   -4.274   35.278   -4.328
   35.291   -4.446   35.305   -4.656   35.309   -4.705   35.327   -4.758
   35.341   -4.785   35.345   -4.817   35.368   -4.844   35.426   -4.882
   35.471   -5.011   35.489   -5.016   35.494   -5.043   35.507   -5.054
   35.566   -5.119   35.620   -5.264   35.638   -5.307   35.629   -5.361
   35.647   -5.404   35.664   -5.431   35.682   -5.447   35.714   -5.511
   35.732   -5.554   35.750   -5.683   35.777   -5.780   35.718   -5.899
   35.660   -5.979   35.593   -6.017   35.534   -6.049   35.489   -6.071
   35.305   -6.146   35.246   -6.162   35.192   -6.195   35.097   -6.243
   35.052   -6.259   35.039   -6.297   35.002   -6.324   34.962   -6.345
 194                 34.939   28.283   -6.356  -11.950   34.962   -6.345
   34.939   -6.356   34.839   -6.447   34.672   -6.506   34.494   -6.673
   34.467   -6.706   34.367   -6.727   34.348   -6.765   34.234   -6.818
   34.166   -6.845   34.139   -6.888   34.116   -6.910   34.093   -6.910
   34.093   -6.931   34.056   -6.953   34.056   -6.980   33.914   -7.109
   33.896   -7.136   33.891   -7.168   33.855   -7.190   33.846   -7.238
   33.813   -7.297   33.813   -7.324   33.722   -7.582   33.657   -7.706
   33.625   -7.754   33.602   -7.830   33.483   -8.077   33.459   -8.152
   33.423   -8.196   33.377   -8.298   33.353   -8.287   33.330   -8.346
   33.303   -8.373   33.289   -8.432   33.238   -8.524   33.220   -8.583
   33.113   -8.776   33.076   -8.819   33.044   -8.884   32.974   -8.954
   32.951   -8.975   32.919   -8.981   32.900   -8.997   32.770   -9.024
   32.738   -9.040   32.687   -9.040   32.645   -9.072   32.589   -9.094
   32.370   -9.169   32.254   -9.277   32.235   -9.330   32.193   -9.336
   32.184   -9.395   32.081   -9.486   32.025   -9.524   32.001   -9.556
   31.982   -9.562   31.846   -9.686   31.753   -9.755   31.677   -9.777
   31.532   -9.852   31.438   -9.922   31.367   -9.944   31.107  -10.008
   30.833  -10.003   30.414   -9.944   30.367   -9.911   30.286   -9.885
   30.171   -9.906   30.090   -9.938   30.066   -9.971   29.884  -10.132
   29.803  -10.218   29.573  -10.347   29.357  -10.514   29.251  -10.643
   29.149  -10.761   29.091  -10.831   29.038  -10.869   28.976  -10.880
   28.976  -10.912   28.947  -10.950   28.903  -11.003   28.874  -11.100
   28.850  -11.143   28.816  -11.165   28.763  -11.267   28.753  -11.326
   28.710  -11.434   28.637  -11.536   28.584  -11.563   28.501  -11.633
   28.491  -11.660   28.341  -11.848   28.321  -11.891   28.283  -11.950
 186                 28.278   20.683  -11.982  -17.184   28.283  -11.950
   28.278  -11.982   28.171  -12.354   28.146  -12.413   28.034  -12.795
   28.049  -12.848   28.029  -12.940   27.986  -13.064   27.942  -13.155
   27.898  -13.257   27.834  -13.289   27.693  -13.413   27.610  -13.553
   27.585  -13.558   27.531  -13.601   27.458  -13.688   27.423  -13.704
   27.399  -13.741   27.355  -13.752   27.276  -13.806   27.163  -13.844
   26.927  -13.881   26.819  -13.973   26.706  -14.220   26.632  -14.333
   26.498  -14.419   26.330  -14.516   26.300  -14.554   26.216  -14.597
   25.938  -14.742   25.864  -14.747   25.814  -14.763   25.695  -14.801
   25.605  -14.844   25.551  -14.898   25.466  -14.962   25.436  -14.968
   25.416  -15.016   25.376  -15.032   25.251  -15.124   25.216  -15.134
   25.161  -15.140   25.111  -15.178   24.976  -15.280   24.766  -15.344
   24.585  -15.457   24.369  -15.689   24.294  -15.839   24.248  -15.845
   24.203  -15.861   24.123  -15.861   23.860  -16.054   23.774  -16.081
   23.643  -16.070   23.572  -16.092   23.466  -16.092   23.435  -16.108
   23.304  -16.151   23.197  -16.248   23.146  -16.275   23.030  -16.382
   22.953  -16.458   22.877  -16.528   22.785  -16.651   22.566  -16.840
   22.510  -16.867   22.454  -16.920   22.393  -16.958   22.337  -16.979
   22.183  -17.060   21.917  -17.135   21.538  -17.162   21.414  -17.162
   21.389  -17.168   21.306  -17.173   21.229  -17.162   21.131  -17.173
   20.961  -17.184   20.987  -17.152   21.003  -17.141   21.018  -17.114
   21.106  -17.028   21.095  -16.942   21.034  -16.872   21.013  -16.856
   20.982  -16.861   20.956  -16.840   20.899  -16.845   20.832  -16.856
   20.781  -16.877   20.765  -16.861   20.719  -16.877   20.683  -16.872
 194                 20.590   12.483  -16.113  -17.517   20.590  -16.872
   20.559  -16.850   20.533  -16.823   20.512  -16.775   20.497  -16.689
   20.476  -16.646   20.414  -16.608   20.367  -16.587   20.274  -16.576
   20.248  -16.555   20.196  -16.555   20.077  -16.538   20.010  -16.538
   19.937  -16.555   19.812  -16.549   19.786  -16.560   19.755  -16.678
   19.729  -16.684   19.719  -16.700   19.698  -16.694   19.672  -16.662
   19.636  -16.614   19.610  -16.592   19.578  -16.592   19.443  -16.581
   19.412  -16.565   19.370  -16.565   19.318  -16.544   19.256  -16.528
   19.198  -16.501   19.172  -16.501   19.120  -16.468   19.068  -16.447
   18.922  -16.399   18.550  -16.210   18.388  -16.140   18.184  -16.113
   17.979  -16.113   17.811  -16.146   17.495  -16.146   17.263  -16.178
   17.211  -16.205   17.052  -16.253   16.904  -16.275   16.529  -16.388
   15.824  -16.549   15.728  -16.581   15.701  -16.608   15.707  -16.630
   15.499  -16.641   15.435  -16.668   15.388  -16.700   15.388  -16.716
   15.366  -16.737   15.324  -16.813   15.164  -17.006   15.089  -17.055
   15.047  -17.103   14.999  -17.141   14.828  -17.254   14.780  -17.302
   14.652  -17.501   14.518  -17.517   14.454  -17.501   14.384  -17.453
   14.443  -17.345   14.481  -17.248   14.539  -17.179   14.571  -17.012
   14.561  -16.963   14.523  -16.931   14.293  -16.823   14.181  -16.823
   14.144  -16.802   14.128  -16.807   14.069  -16.700   13.897  -16.635
   13.870  -16.635   13.822  -16.608   13.758  -16.608   13.693  -16.662
   13.549  -16.797   13.452  -16.850   13.226  -16.807   13.189  -16.737
   13.167  -16.727   13.022  -16.716   13.006  -16.743   12.952  -16.754
   12.860  -16.759   12.758  -16.737   12.634  -16.678   12.597  -16.678
   12.553  -16.646   12.532  -16.603   12.505  -16.576   12.483  -16.517
 194                 12.435    6.205  -10.605  -16.474   12.483  -16.517
   12.435  -16.474   12.403  -16.468   12.311  -16.425   12.224  -16.393
   12.144  -16.345   12.046  -16.302   12.019  -16.269   11.971  -16.243
   11.938  -16.006   11.901  -15.931   11.846  -15.882   11.819  -15.871
   11.792  -15.845   11.679  -15.807   11.641  -15.769   11.582  -15.764
   11.603  -15.758   11.587  -15.721   11.609  -15.613   11.619  -15.538
   11.625  -15.484   11.636  -15.323   11.592  -15.280   11.511  -15.301
   11.479  -15.323   11.376  -15.355   11.360  -15.339   11.251  -15.290
   11.214  -15.253   11.224  -15.188   11.181  -15.124   11.121  -15.086
   11.100  -15.086   11.035  -15.118   10.899  -15.022   10.915  -14.935
   10.861  -14.822   10.845  -14.822   10.812  -14.806   10.758  -14.833
   10.774  -14.828   10.709  -14.806   10.595  -14.753   10.585  -14.688
   10.595  -14.640   10.525  -14.602   10.503  -14.564   10.525  -14.521
   10.514  -14.441   10.460  -14.365   10.150  -14.129   10.074  -14.032
   10.041  -14.016   10.036  -13.978    9.965  -13.827    9.900  -13.757
    9.878  -13.747    9.818  -13.731    9.655  -13.655    9.557  -13.596
    9.535  -13.564    9.454  -13.483    9.361  -13.402    8.789  -13.236
    8.712  -13.198    8.477  -13.042    8.368  -12.988    8.215  -12.881
    8.161  -12.848    8.139  -12.848    8.057  -12.816    7.772  -12.768
    7.745  -12.746    7.690  -12.725    7.586  -12.660    7.542  -12.660
    7.532  -12.622    7.466  -12.531    7.406  -12.493    7.384  -12.402
    7.318  -12.327    7.307  -12.192    7.263  -12.101    7.247  -12.095
    7.187  -12.063    7.176  -12.015    6.940  -11.789    6.934  -11.762
    6.891  -11.713    6.754  -11.477    6.688  -11.348    6.463  -11.089
    6.414  -11.052    6.386  -10.939    6.260  -10.724    6.205  -10.605
 194                  6.320    4.435    1.654  -10.460    6.205  -10.605
    6.084  -10.460    6.024  -10.406    5.799  -10.132    5.766  -10.041
    5.700   -9.954    5.661   -9.868    5.562   -9.761    5.397   -9.616
    5.321   -9.540    5.271   -9.460    5.200   -9.309    5.117   -9.153
    5.051   -9.078    4.974   -8.959    4.897   -8.803    4.853   -8.750
    4.793   -8.626    4.523   -8.196    4.473   -8.029    4.435   -7.830
    4.484   -7.647    4.534   -7.566    4.572   -7.426    4.638   -7.297
    4.710   -7.087    4.798   -6.894    4.815   -6.840    4.853   -6.636
    4.875   -6.550    4.892   -6.437    4.914   -6.404    4.980   -6.216
    5.013   -6.076    5.024   -6.022    5.079   -5.877    5.139   -5.748
    5.211   -5.479    5.244   -5.189    5.233   -4.333    5.216   -4.134
    5.216   -4.011    5.189   -3.849    5.189   -3.812    5.161   -3.720
    5.145   -3.387    5.161   -3.306    5.156   -3.274    5.178   -3.215
    5.200   -3.069    5.211   -2.919    5.189   -2.806    5.117   -2.424
    5.095   -2.343    5.084   -2.246    5.073   -2.160    5.040   -2.117
    5.007   -2.101    4.958   -2.015    4.936   -1.988    4.914   -1.961
    4.892   -1.924    4.875   -1.918    4.897   -1.821    4.914   -1.827
    4.941   -1.805    4.963   -1.778    5.062   -1.692    5.123   -1.595
    5.156   -1.466    5.255   -1.359    5.293   -1.332    5.315   -1.300
    5.375   -1.240    5.364   -1.192    5.386   -1.160    5.430   -1.068
    5.513   -0.912    5.628   -0.525    5.650   -0.412    5.689   -0.326
    5.716   -0.154    5.733   -0.046    5.760    0.013    5.755    0.056
    5.793    0.201    5.848    0.287    5.865    0.379    6.002    0.664
    6.117    1.094    6.167    1.223    6.183    1.347    6.210    1.401
    6.249    1.546    6.271    1.551    6.293    1.621    6.320    1.654
 194                  6.638    2.942    9.959    1.869    6.320    1.654
    6.403    1.869    6.446    1.922    6.452    2.407    6.463    2.579
    6.468    2.649    6.474    2.805    6.468    2.837    6.479    3.117
    6.501    3.170    6.496    3.251    6.507    3.278    6.540    3.450
    6.589    3.552    6.589    3.590    6.611    3.633    6.638    4.252
    6.611    4.316    6.616    4.370    6.573    4.531    6.529    4.650
    6.430    4.746    6.342    4.816    6.216    4.929    6.123    5.091
    6.095    5.322    6.046    5.462    6.057    5.478    6.013    5.548
    5.980    5.591    5.914    5.645    5.865    5.704    5.815    5.720
    5.799    5.774    5.683    5.828    5.650    5.812    5.639    5.774
    5.606    5.752    5.595    5.704    5.601    5.682    5.579    5.521
    5.546    5.473    5.480    5.451    5.255    5.505    5.106    5.623
    5.090    5.656    5.073    5.656    5.051    5.704    4.991    5.774
    4.941    5.865    4.886    5.892    4.787    5.957    4.699    6.054
    4.622    6.253    4.616    6.479    4.627    6.581    4.671    6.785
    4.666    7.312    4.644    7.377    4.611    7.506    4.583    7.635
    4.600    7.667    4.633    7.904    4.671    7.963    4.688    8.151
    4.655    8.275    4.616    8.393    4.583    8.544    4.528    8.560
    4.512    8.582    4.490    8.662    4.539    8.743    4.605    8.792
    4.627    8.829    4.572    8.904    4.495    8.937    4.418    9.012
    4.391    9.071    4.281    9.168    4.264    9.200    4.231    9.222
    4.099    9.303    3.961    9.459    3.972    9.577    3.983    9.684
    3.956    9.754    3.917    9.797    3.884    9.835    3.824    9.840
    3.757    9.803    3.686    9.814    3.482    9.867    3.399    9.883
    3.212    9.937    3.162    9.959    3.096    9.926    2.942    9.910
 154                  2.909   -3.785   10.766    9.216    2.942    9.910
    2.909    9.910    2.704    9.873    2.489    9.851    2.340    9.814
    2.208    9.749    2.109    9.744    1.877    9.684    1.794    9.615
    1.717    9.518    1.579    9.448    1.452    9.421    1.281    9.346
    1.193    9.292    1.071    9.243    1.032    9.233    0.994    9.238
    0.905    9.313    0.889    9.324    0.867    9.389    0.839    9.426
    0.790    9.421    0.723    9.389    0.613    9.372    0.491    9.372
    0.480    9.362    0.215    9.297    0.166    9.319    0.050    9.340
    0.055    9.324    0.006    9.324   -0.022    9.308   -0.105    9.286
   -0.243    9.281   -0.530    9.270   -0.640    9.276   -0.663    9.292
   -0.850    9.303   -0.883    9.313   -0.917    9.362   -0.928    9.426
   -0.955    9.485   -0.983    9.561   -1.038    9.615   -1.032    9.571
   -1.043    9.539   -1.060    9.448   -1.159    9.351   -1.220    9.286
   -1.264    9.259   -1.353    9.227   -1.391    9.216   -1.457    9.227
   -1.573    9.233   -1.629    9.270   -1.816    9.329   -2.164    9.469
   -2.241    9.507   -2.324    9.582   -2.434    9.641   -2.528    9.695
   -2.600    9.727   -2.666    9.722   -2.782    9.722   -2.820    9.744
